,Unnamed: 0,pcsp,unif_posterior,unif_lb,unif_ub,unif_samples,exp_posterior,exp_lb,exp_ub,exp_samples,gp,dataset,pcsp_nobar,vbpi_pcsp,vbpi,vbpi_pcsp_nobar,rootsplit,unif_posterior_root_adjusted,unif_lb_root_adjusted,unif_ub_root_adjusted,gp_root_adjusted,gp_coverage,vbpi_coverage
0,0.0,000000000000000000000000000000000001|111111111111111111111111111111111110|000000000000000111111111111111111110,0.1014329,0.0947710975,0.1121638,10.0,0.1035115333333333,0.09851755,0.110568,6.0,0.206381,ds3,000000000000000000000000000000000001111111111111111111111111111111111110000000000000000111111111111111111110,100000000000000000000000000000000000|011111111111111111111111111111111111|000000000000000000000111111111111111,0.0997611,100000000000000000000000000000000000011111111111111111111111111111111111000000000000000000000111111111111111,True,0.1979664815569298,0.17948449999999988,0.2213288,0.206381946584,covered,covered
1,1.0,000000000000000000000000000000000001|111111111111111111111111111111111110|000000000000000000000000000000000010,0.0965335271195744,0.0847133774999999,0.109165,899992.0,0.0958259261778941,0.0841048,0.108304,899996.0,0.194317,ds3,000000000000000000000000000000000001111111111111111111111111111111111110000000000000000000000000000000000010,100000000000000000000000000000000000|011111111111111111111111111111111111|001111111111111111111111111111111111,0.0957464,100000000000000000000000000000000000011111111111111111111111111111111111001111111111111111111111111111111111,True,0.1930671086765042,0.16942677999999978,0.21833,0.19431794658399998,covered,covered
2,2.0,000000000000000000000000000000000010|000000000000000111111111111111111100|000000000000000001111111111111111100,0.028156392,0.0205598762499999,0.03634736975,10.0,0.0268372683333333,0.0209963212499999,0.0334208025,6.0,0.0236763,ds3,000000000000000000000000000000000010000000000000000111111111111111111100000000000000000001111111111111111100,010000000000000000000000000000000000|001111111111111111111000000000000000|000011111111111111111000000000000000,0.0300474,010000000000000000000000000000000000001111111111111111111000000000000000000011111111111111111000000000000000,False,0.028156392,0.0205598762499999,0.03634736975,0.0236763,covered,covered
3,3.0,000000000000000000000000000000000010|111111111111111111111111111111111100|000000000000000111111111111111111100,0.0386544187720631,0.02606006325,0.0527707414999999,855974.0,0.0384178474305433,0.025892323,0.0524459449999999,857333.0,0.0403205,ds3,000000000000000000000000000000000010111111111111111111111111111111111100000000000000000111111111111111111100,010000000000000000000000000000000000|001111111111111111111111111111111111|000000000000000000000111111111111111,0.038738,010000000000000000000000000000000000001111111111111111111111111111111111000000000000000000000111111111111111,False,0.0386544187720631,0.02606006325,0.0527707414999999,0.0403205,covered,covered
4,4.0,000000000000000000000000000000000010|111111111111111111111111111111111100|000000000000000001111111111111111100,0.0407065859346176,0.02798460475,0.0549155665,44018.0,0.0404892361528725,0.0278133605,0.05448632,42663.0,0.0404239,ds3,000000000000000000000000000000000010111111111111111111111111111111111100000000000000000001111111111111111100,010000000000000000000000000000000000|001111111111111111111111111111111111|000011111111111111111000000000000000,0.0411167,010000000000000000000000000000000000001111111111111111111111111111111111000011111111111111111000000000000000,False,0.0407065859346176,0.02798460475,0.0549155665,0.0404239,covered,covered
5,5.0,000000000000000000000000000000000100|000000000000000000000011111111111000|000000000000000000000000000000001000,0.0398026791829909,0.028122214,0.052627687,2093.0,0.0395488803924284,0.02746914875,0.05326110125,2166.0,0.0381406,ds3,000000000000000000000000000000000100000000000000000000000011111111111000000000000000000000000000000000001000,000010000000000000000000000000000000|000000000011111111111000000000000000|000000000000000000001000000000000000,0.039766,000010000000000000000000000000000000000000000011111111111000000000000000000000000000000000001000000000000000,False,0.0398026791829909,0.028122214,0.052627687,0.0381406,covered,covered
6,6.0,000000000000000000000000000000000100|000000000000000001111100000000000000|000000000000000000001000000000000000,0.0271204541780821,0.01898439625,0.03795647,146.0,0.0261053117333333,0.0178560247499999,0.036445664,150.0,0.0280771,ds3,000000000000000000000000000000000100000000000000000001111100000000000000000000000000000000001000000000000000,000010000000000000000000000000000000|000001111100000000000000000000000000|000000100000000000000000000000000000,0.0281277,000010000000000000000000000000000000000001111100000000000000000000000000000000100000000000000000000000000000,False,0.0271204541780821,0.01898439625,0.03795647,0.0280771,covered,covered
7,7.0,000000000000000000000000000000000100|000000000000000001111100000000000000|000000000000000000000100000000000000,0.0263237611287625,0.0168895075,0.03679830125,1196.0,0.0263319558626609,0.016654542,0.0372242309999999,1165.0,0.0262859,ds3,000000000000000000000000000000000100000000000000000001111100000000000000000000000000000000000100000000000000,000010000000000000000000000000000000|000001111100000000000000000000000000|000000111100000000000000000000000000,0.0276711,000010000000000000000000000000000000000001111100000000000000000000000000000000111100000000000000000000000000,False,0.0263237611287625,0.0168895075,0.03679830125,0.0262859,covered,covered
8,8.0,000000000000000000000000000000000100|000000000000000001111111111111111000|000000000000000000001000000000000000,0.0259183732575757,0.0162636822499999,0.037282307,792.0,0.0260700236993464,0.016546263,0.0374944569999999,765.0,0.0253828,ds3,000000000000000000000000000000000100000000000000000001111111111111111000000000000000000000001000000000000000,000010000000000000000000000000000000|000001111111111111111000000000000000|000000100000000000000000000000000000,0.0259891,000010000000000000000000000000000000000001111111111111111000000000000000000000100000000000000000000000000000,False,0.0259183732575757,0.0162636822499999,0.037282307,0.0253828,covered,covered
9,9.0,000000000000000000000000000000000100|000000000000000001111111111111111000|000000000000000000001011111111111000,0.0266439043911111,0.01661106725,0.0379817102499999,5850.0,0.0265417931421498,0.016374215,0.038089195,6261.0,0.0269923,ds3,000000000000000000000000000000000100000000000000000001111111111111111000000000000000000000001011111111111000,000010000000000000000000000000000000|000001111111111111111000000000000000|000000100011111111111000000000000000,0.0276129,000010000000000000000000000000000000000001111111111111111000000000000000000000100011111111111000000000000000,False,0.0266439043911111,0.01661106725,0.0379817102499999,0.0269923,covered,covered
