,Unnamed: 0,pcsp,unif_posterior,unif_lb,unif_ub,unif_samples,exp_posterior,exp_lb,exp_ub,exp_samples,gp,dataset,pcsp_nobar,vbpi_pcsp,vbpi,vbpi_pcsp_nobar,rootsplit,unif_posterior_root_adjusted,unif_lb_root_adjusted,unif_ub_root_adjusted,gp_root_adjusted,gp_coverage,vbpi_coverage
0,0.0,000000000000000000000000001|111111111111111111111111110|000000000011111111111111110,0.0113738498058004,0.0080095002499999,0.0153005974999999,900002.0,0.0113109351333997,0.00796056,0.0152143,900002.0,0.00157771,ds1,000000000000000000000000001111111111111111111111111110000000000011111111111111110,100000000000000000000000000|011111111111111111111111111|000000000001111111111111111,0.0113748,100000000000000000000000000011111111111111111111111111000000000001111111111111111,True,0.0227476996116008,0.0160190004999998,0.0306011949999998,0.02218641,covered,covered
1,1.0,000000000000000000000000010|000000000011111111111111100|000000000000000000001100100,0.01290081,0.01290081,0.01290081,1.0,,,,,0.0146142,ds1,000000000000000000000000010000000000011111111111111100000000000000000000001100100,,,,False,0.01290081,0.01290081,0.01290081,0.0146142,over,under
2,2.0,000000000000000000000000010|000000000011111111111111100|000000000001000000000011100,0.01387045,0.01149940125,0.0152475975,6.0,,,,,0.0128743,ds1,000000000000000000000000010000000000011111111111111100000000000001000000000011100,,,,False,0.01387045,0.01149940125,0.0152475975,0.0128743,covered,under
3,3.0,000000000000000000000000010|000000000011111111111111100|000000000001111111111100000,0.0133964355432098,0.007997488,0.01909895,81.0,,,,,0.0118903,ds1,000000000000000000000000010000000000011111111111111100000000000001111111111100000,,,,False,0.0133964355432098,0.007997488,0.01909895,0.0118903,covered,under
4,4.0,000000000000000000000000010|000000000011111111111111100|000000000000111111111100000,0.0122469806603254,0.0071104719,0.0186202564999999,665699.0,,,,,0.0117886,ds1,000000000000000000000000010000000000011111111111111100000000000000111111111100000,,,,False,0.0122469806603254,0.0071104719,0.0186202564999999,0.0117886,covered,under
5,5.0,000000000000000000000000010|000000000011111111111111100|000000000001111111111110100,0.017387045,0.0157371372499999,0.01903695275,2.0,,,,,0.0121953,ds1,000000000000000000000000010000000000011111111111111100000000000001111111111110100,,,,False,0.017387045,0.0157371372499999,0.01903695275,0.0121953,under,under
6,6.0,000000000000000000000000010|000000000011111111111111100|000000000000111111111111100,0.0124234471283604,0.006995812725,0.0190924492499999,203100.0,0.0123519457427307,0.006957376125,0.0189903645,198714.0,0.0117751,ds1,000000000000000000000000010000000000011111111111111100000000000000111111111111100,000000000001000000000000000|000000000000111111111111111|000000000000001111111111111,0.0122861,000000000001000000000000000000000000000111111111111111000000000000001111111111111,False,0.0124234471283604,0.006995812725,0.0190924492499999,0.0117751,covered,covered
7,7.0,000000000000000000000000010|000000000011111111111111100|000000000001000000000000000,0.0132110543030018,0.00786311425,0.0196463325,1066.0,0.0132864594742468,0.0078624432,0.020322444,1029.0,0.0125728,ds1,000000000000000000000000010000000000011111111111111100000000000001000000000000000,000000000001000000000000000|000000000000111111111111111|000000000000010000000000000,0.0128464,000000000001000000000000000000000000000111111111111111000000000000010000000000000,False,0.0132110543030018,0.00786311425,0.0196463325,0.0125728,covered,covered
8,8.0,000000000000000000000000010|000000000011111111111111100|000000000000111111111111000,0.0112703263157894,0.00688636995,0.0169018095,19.0,,,,,0.0127636,ds1,000000000000000000000000010000000000011111111111111100000000000000111111111111000,,,,False,0.0112703263157894,0.00688636995,0.0169018095,0.0127636,covered,under
9,9.0,000000000000000000000000010|000000000011111111111111100|000000000000111111111100100,0.0141086065624999,0.00873500525,0.020759275,336.0,,,,,0.0130558,ds1,000000000000000000000000010000000000011111111111111100000000000000111111111100100,,,,False,0.0141086065624999,0.00873500525,0.020759275,0.0130558,covered,under
10,10.0,000000000000000000000000010|000000000011111111111111100|000000000000000000000000100,0.013669516967225,0.0077507942,0.021047136,1373.0,,,,,0.0117494,ds1,000000000000000000000000010000000000011111111111111100000000000000000000000000100,,,,False,0.013669516967225,0.0077507942,0.021047136,0.0117494,covered,under
11,11.0,000000000000000000000000010|000000000011111111111111100|000000000001111111111111100,0.0126275820288461,0.006827402225,0.019504615,104.0,0.01321644581,0.0079525717,0.0201196587499999,100.0,0.0124164,ds1,000000000000000000000000010000000000011111111111111100000000000001111111111111100,000000000001000000000000000|000000000000111111111111111|000000000000011111111111111,0.0130402,000000000001000000000000000000000000000111111111111111000000000000011111111111111,False,0.0126275820288461,0.006827402225,0.019504615,0.0124164,covered,covered
12,12.0,000000000000000000000000010|000000000011111111111111100|000000000000111111111110000,0.0113444288139534,0.00585312475,0.0180562059999999,43.0,,,,,0.0111198,ds1,000000000000000000000000010000000000011111111111111100000000000000111111111110000,,,,False,0.0113444288139534,0.00585312475,0.0180562059999999,0.0111198,covered,under
13,13.0,000000000000000000000000010|000000000011111111111111100|000000000000000000000100000,0.0121473030434782,0.006360774475,0.0181175082499999,92.0,,,,,0.0128585,ds1,000000000000000000000000010000000000011111111111111100000000000000000000000100000,,,,False,0.0121473030434782,0.006360774475,0.0181175082499999,0.0128585,covered,under
14,14.0,000000000000000000000000010|000000000011111111111111100|000000000000000000000011100,0.0115439933121776,0.0062798814,0.018173214,27337.0,,,,,0.0111241,ds1,000000000000000000000000010000000000011111111111111100000000000000000000000011100,,,,False,0.0115439933121776,0.0062798814,0.018173214,0.0111241,covered,under
15,15.0,000000000000000000000000010|000000000011111111111111100|000000000000111111111110100,0.0110746837309292,0.006112971,0.01756004,721.0,,,,,0.0108461,ds1,000000000000000000000000010000000000011111111111111100000000000000111111111110100,,,,False,0.0110746837309292,0.006112971,0.01756004,0.0108461,covered,under
16,16.0,000000000000000000000000010|000000000011111111111111100|000000000000000000000100100,0.0143465475,0.009488388575,0.0241304215,22.0,,,,,0.0133101,ds1,000000000000000000000000010000000000011111111111111100000000000000000000000100100,,,,False,0.0143465475,0.009488388575,0.0241304215,0.0133101,covered,under
17,17.0,000000000000000000000000100|000000000000000000000011000|000000000000000000000001000,0.006321639233158,0.0020802875,0.0123842875,696611.0,0.0050664779523069,0.00173016325,0.009761766375,767596.0,0.00525158,ds1,000000000000000000000000100000000000000000000000011000000000000000000000000001000,000000000000000000000000100|000000000000000000000000011|000000000000000000000000001,0.00516781,000000000000000000000000100000000000000000000000000011000000000000000000000000001,False,0.006321639233158,0.0020802875,0.0123842875,0.00525158,covered,covered
18,18.0,000000000000000000000000100|000000000000000000001100000|000000000000000000000100000,0.006253851,0.006253851,0.006253851,1.0,,,,,0.00733007,ds1,000000000000000000000000100000000000000000000001100000000000000000000000000100000,,,,False,0.006253851,0.006253851,0.006253851,0.00733007,over,under
19,19.0,000000000000000000000000100|000000000000111100011100000|000000000000000000001100000,0.007752423,0.007752423,0.007752423,1.0,,,,,0.00594973,ds1,000000000000000000000000100000000000000111100011100000000000000000000000001100000,,,,False,0.007752423,0.007752423,0.007752423,0.00594973,under,under
20,20.0,000000000000000000000000100|000000000000111111111000000|000000000000000000001000000,0.0057581786666666,0.0017623908,0.0097371288,9.0,,,,,0.00331924,ds1,000000000000000000000000100000000000000111111111000000000000000000000000001000000,,,,False,0.0057581786666666,0.0017623908,0.0097371288,0.00331924,covered,under
21,21.0,000000000000000000000000100|000000000000111111111100000|000000000000000000010000000,0.005567972,0.005567972,0.005567972,1.0,,,,,0.00850888,ds1,000000000000000000000000100000000000000111111111100000000000000000000000010000000,,,,False,0.005567972,0.005567972,0.005567972,0.00850888,over,under
22,22.0,000000000000000000000000100|000000000000111111111100000|000000000000000011110000000,0.0103122881111111,0.0078234892,0.013833116,9.0,,,,,0.00897447,ds1,000000000000000000000000100000000000000111111111100000000000000000000011110000000,,,,False,0.0103122881111111,0.0078234892,0.013833116,0.00897447,covered,under
23,23.0,000000000000000000000000100|000000000000111111111100000|000000000000000011100000000,0.0100822065166666,0.005145831425,0.0150271775,60.0,,,,,0.00785649,ds1,000000000000000000000000100000000000000111111111100000000000000000000011100000000,,,,False,0.0100822065166666,0.005145831425,0.0150271775,0.00785649,covered,under
24,24.0,000000000000000000000000100|000000000000111111111100000|000000000000000000000100000,0.0077644184058508,0.00294671975,0.01401691875,13246.0,,,,,0.00520998,ds1,000000000000000000000000100000000000000111111111100000000000000000000000000100000,,,,False,0.0077644184058508,0.00294671975,0.01401691875,0.00520998,covered,under
