,Unnamed: 0,pcsp,unif_posterior,unif_lb,unif_ub,unif_samples,exp_posterior,exp_lb,exp_ub,exp_samples,gp,dataset,pcsp_nobar,vbpi_pcsp,vbpi,vbpi_pcsp_nobar,rootsplit,unif_posterior_root_adjusted,unif_lb_root_adjusted,unif_ub_root_adjusted,gp_root_adjusted,gp_coverage,vbpi_coverage
0,0.0,00000000000000000000000000000000000000001|11111111111111111111111111111111111111110|00000000000000000000000000000000000001110,0.04372564,0.03467048,0.05284956,65.0,,,,,0.0879035,ds4,000000000000000000000000000000000000000011111111111111111111111111111111111111111000000000000000000000000000000000000001110,,,,True,0.0887269690348243,0.0696399825,0.10894315749999989,0.087904465212,covered,under
1,1.0,00000000000000000000000000000000000000001|11111111111111111111111111111111111111110|00000000000000000000000000000000000010010,0.0474050783333333,0.0393513975,0.0552815375,60.0,,,,,0.0948466,ds4,000000000000000000000000000000000000000011111111111111111111111111111111111111111000000000000000000000000000000000000010010,,,,True,0.09240640736815761,0.0743209,0.1113751349999999,0.09484756521200001,covered,under
2,2.0,00000000000000000000000000000000000000001|11111111111111111111111111111111111111110|00000000000000000000000000000000000011100,0.0457575158730158,0.0371186499999999,0.056850305,63.0,0.0431151469387755,0.03580956,0.05243432,49.0,0.0878592,ds4,000000000000000000000000000000000000000011111111111111111111111111111111111111111000000000000000000000000000000000000011100,10000000000000000000000000000000000000000|01111111111111111111111111111111111111111|00100111111111111111111111111111111111111,0.0425415,100000000000000000000000000000000000000000111111111111111111111111111111111111111100100111111111111111111111111111111111111,True,0.0907588449078401,0.07208815249999989,0.11294390249999989,0.087860165212,covered,covered
3,3.0,00000000000000000000000000000000000000001|11111111111111111111111111111111111111110|00000000000000000000000000000000000001100,0.0454752389339019,0.0353732025,0.0567280674999999,9380.0,0.0448315538477959,0.03491986,0.0557244599999999,9369.0,0.0892314,ds4,000000000000000000000000000000000000000011111111111111111111111111111111111111111000000000000000000000000000000000000001100,10000000000000000000000000000000000000000|01111111111111111111111111111111111111111|00011000000000000000000000000000000000000,0.0444315,100000000000000000000000000000000000000000111111111111111111111111111111111111111100011000000000000000000000000000000000000,True,0.0904765679687262,0.070342705,0.1128216649999998,0.08923236521200001,covered,covered
4,4.0,00000000000000000000000000000000000000001|11111111111111111111111111111111111111110|00000000000000000000000000000000000000010,0.041180503751376,0.0314622025,0.0521882525,23618.0,0.0445569487271406,0.0347596975,0.0554450125,839920.0,0.0758213,ds4,000000000000000000000000000000000000000011111111111111111111111111111111111111111000000000000000000000000000000000000000010,10000000000000000000000000000000000000000|01111111111111111111111111111111111111111|00000100000000000000000000000000000000000,0.0445851,100000000000000000000000000000000000000000111111111111111111111111111111111111111100000100000000000000000000000000000000000,True,0.08618183278620031,0.06643170500000001,0.1082818499999999,0.075822265212,covered,covered
5,5.0,00000000000000000000000000000000000000001|11111111111111111111111111111111111111110|00000000000000000000000000000000000100000,0.0450494094607045,0.0351282675,0.0560672649999999,837908.0,0.0406971075675429,0.0310645,0.05144653,21949.0,0.0872979,ds4,000000000000000000000000000000000000000011111111111111111111111111111111111111111000000000000000000000000000000000000100000,10000000000000000000000000000000000000000|01111111111111111111111111111111111111111|00100000000000000000000000000000000000000,0.0403297,100000000000000000000000000000000000000000111111111111111111111111111111111111111100100000000000000000000000000000000000000,True,0.0900507384955288,0.07009777,0.11216086249999979,0.087298865212,covered,covered
6,6.0,00000000000000000000000000000000000000001|11111111111111111111111111111111111111110|00000000000000000000000000000000000011110,0.0465717959734329,0.0364865675,0.05773949,28908.0,,,,,0.0912426,ds4,000000000000000000000000000000000000000011111111111111111111111111111111111111111000000000000000000000000000000000000011110,,,,True,0.0915731250082572,0.07145607,0.1138330874999999,0.091243565212,covered,under
7,7.0,00000000000000000000000000000000000000010|00000000000000000000000000000000000001100|00000000000000000000000000000000000000100,0.096810126057971,0.0742141274999999,0.121998895,3795.0,,,,,0.0955529,ds4,000000000000000000000000000000000000000100000000000000000000000000000000000000110000000000000000000000000000000000000000100,,,,False,0.096810126057971,0.0742141274999999,0.121998895,0.0955529,covered,under
8,8.0,00000000000000000000000000000000000000010|00000000000000000000000000000000000011100|00000000000000000000000000000000000001100,0.0233033419335957,0.0094629901,0.0395676149999999,5843.0,,,,,0.0221101,ds4,000000000000000000000000000000000000000100000000000000000000000000000000000001110000000000000000000000000000000000000001100,,,,False,0.0233033419335957,0.0094629901,0.0395676149999999,0.0221101,covered,under
9,9.0,00000000000000000000000000000000000000010|11111111111111111111111111111111111000000|00000000000000000000000000000000011000000,0.0579079488235294,0.049299438,0.0687045959999999,17.0,0.055607557828954,0.03915657775,0.0741474642499999,59294.0,0.0586571,ds4,000000000000000000000000000000000000000101111111111111111111111111111111111100000000000000000000000000000000000000011000000,00000100000000000000000000000000000000000|00000011111111111111111111111111111111111|00000000111111111111111111111111111111111,0.0556572,000001000000000000000000000000000000000000000001111111111111111111111111111111111100000000111111111111111111111111111111111,False,0.0579079488235294,0.049299438,0.0687045959999999,0.0586571,covered,covered
