,pcsp,unif_posterior,unif_lb,unif_ub,unif_samples,exp_posterior,exp_lb,exp_ub,exp_samples,gp,dataset
0,00000000000000000000000000000000000000001|11111111111111111111111111111111111111110|00000000000000000000000000000000000001110,0.04372564,0.034670480000000004,0.05284956,65.0,,,,,0.0879035,ds4.bench.estimation
1,00000000000000000000000000000000000000001|11111111111111111111111111111111111111110|00000000000000000000000000000000000010010,0.047405078333333336,0.0393513975,0.0552815375,60.0,,,,,0.0948466,ds4.bench.estimation
2,00000000000000000000000000000000000000001|11111111111111111111111111111111111111110|00000000000000000000000000000000000011100,0.04575751587301587,0.037118649999999996,0.056850305,63.0,0.043115146938775516,0.03580956,0.05243432,49.0,0.0878592,ds4.bench.estimation
3,00000000000000000000000000000000000000001|11111111111111111111111111111111111111110|00000000000000000000000000000000000001100,0.04547523893390192,0.0353732025,0.056728067499999986,9380.0,0.04483155384779593,0.03491986,0.055724459999999996,9369.0,0.0892314,ds4.bench.estimation
4,00000000000000000000000000000000000000001|11111111111111111111111111111111111111110|00000000000000000000000000000000000000010,0.041180503751376066,0.0314622025,0.052188252500000004,23618.0,0.04455694872714067,0.0347596975,0.055445012500000015,839920.0,0.0758213,ds4.bench.estimation
5,00000000000000000000000000000000000000001|11111111111111111111111111111111111111110|00000000000000000000000000000000000100000,0.04504940946070452,0.0351282675,0.05606726499999999,837908.0,0.04069710756754294,0.0310645,0.05144653,21949.0,0.0872979,ds4.bench.estimation
6,00000000000000000000000000000000000000001|11111111111111111111111111111111111111110|00000000000000000000000000000000000011110,0.046571795973432965,0.0364865675,0.057739490000000004,28908.0,,,,,0.0912426,ds4.bench.estimation
7,00000000000000000000000000000000000000010|00000000000000000000000000000000000001100|00000000000000000000000000000000000000100,0.09681012605797103,0.07421412749999999,0.121998895,3795.0,,,,,0.0955529,ds4.bench.estimation
8,00000000000000000000000000000000000000010|00000000000000000000000000000000000011100|00000000000000000000000000000000000001100,0.023303341933595758,0.0094629901,0.03956761499999998,5843.0,,,,,0.0221101,ds4.bench.estimation
9,00000000000000000000000000000000000000010|11111111111111111111111111111111111000000|00000000000000000000000000000000011000000,0.057907948823529405,0.049299438,0.06870459599999999,17.0,0.05560755782895403,0.03915657775,0.07414746424999999,59294.0,0.0586571,ds4.bench.estimation
10,00000000000000000000000000000000000000010|11111111111111111111111111111111111010000|00000000000000000000000000000000000010000,0.02409067,0.02409067,0.02409067,1.0,0.020566911830188675,0.005865690099999999,0.034945683999999984,53.0,0.022315,ds4.bench.estimation
11,00000000000000000000000000000000000000010|11111111111111111111111111111111111011100|00000000000000000000000000000000000001100,0.01160619,0.01084465,0.012459156,3.0,0.01820366,0.013420989500000001,0.0229863305,2.0,0.0110558,ds4.bench.estimation
12,00000000000000000000000000000000000000010|11111111111111111111111111111111111011100|00000000000000000000000000000000000011100,0.014518887220858897,0.00470697835,0.025879386999999986,163.0,0.022601074506139157,0.010640253,0.038297820999999975,733.0,0.0137766,ds4.bench.estimation
13,00000000000000000000000000000000000000010|11111111111111111111111111111111111100000|00000000000000000000000000000000000100000,0.025932053809523813,0.014645764,0.039798393,63.0,,,,,0.0239792,ds4.bench.estimation
14,00000000000000000000000000000000000000010|11111111111111111111111111111111111111100|00000000000000000000000000000000000111100,0.03211692,0.024200576,0.043285126,3.0,0.026488303196043783,0.01495750725,0.04035298425,833120.0,0.0317979,ds4.bench.estimation
15,00000000000000000000000000000000000000010|11111111111111111111111111111111111111100|00000000000000000000000000000000000100000,0.0290435856662636,0.014816693,0.045754182000000004,827.0,0.022846226621621623,0.01357144425,0.035482232499999995,148.0,0.0291753,ds4.bench.estimation
16,00000000000000000000000000000000000000010|11111111111111111111111111111111111111100|00000000000000000000000000000000000001100,0.024572708299999996,0.012441336,0.03802729124999999,110.0,0.027717138990253413,0.01586205,0.04142467600000001,2565.0,0.0243555,ds4.bench.estimation
17,00000000000000000000000000000000000000010|11111111111111111111111111111111111111100|00000000000000000000000000000000000011100,0.024535586615221802,0.011908917,0.03993027425000001,22678.0,0.02645552985185185,0.0131865161,0.038053407,27.0,0.0259231,ds4.bench.estimation
18,00000000000000000000000000000000000001100|00000000000000000000000000000000000010010|00000000000000000000000000000000000000010,0.02917178316935984,0.01524401725,0.04554869299999998,852678.0,,,,,0.0271745,ds4.bench.estimation
19,00000000000000000000000000000000000001100|11111111111111111111111111111111111000000|00000000000000000000000000000000011000000,0.06151289222960725,0.044424046499999995,0.08041597,1655.0,0.060481072401455435,0.044030596,0.078734734,1649.0,0.0612969,ds4.bench.estimation
20,00000000000000000000000000000000000001100|11111111111111111111111111111111111010000|00000000000000000000000000000000000010000,0.0102941112,0.005700917000000001,0.016136206,5.0,0.0184914,0.01174180875,0.02407451375,6.0,0.0176747,ds4.bench.estimation
21,00000000000000000000000000000000000001100|11111111111111111111111111111111111010010|00000000000000000000000000000000000000010,0.004760209,0.004760209,0.004760209,1.0,0.02423969333333333,0.011001308750000001,0.0367419125,6.0,0.00531747,ds4.bench.estimation
22,00000000000000000000000000000000000001100|11111111111111111111111111111111111010010|00000000000000000000000000000000000010010,0.008041364117639655,0.0008848123125,0.019135632500000003,2726.0,,,,,0.00639503,ds4.bench.estimation
23,00000000000000000000000000000000000001100|11111111111111111111111111111111111100000|00000000000000000000000000000000000100000,0.027379499166666668,0.017319731249999998,0.03876816825,60.0,,,,,0.0272145,ds4.bench.estimation
24,00000000000000000000000000000000000001100|11111111111111111111111111111111111110000|00000000000000000000000000000000000100000,0.022146701249999998,0.013524909,0.035545409,8.0,0.0044743435,0.001971320075,0.006977366925,2.0,0.0221796,ds4.bench.estimation
25,00000000000000000000000000000000000001100|11111111111111111111111111111111111110000|00000000000000000000000000000000000010000,0.014195806827450981,0.002076603575,0.02975991374999999,102.0,,,,,0.0140238,ds4.bench.estimation
26,00000000000000000000000000000000000001100|11111111111111111111111111111111111110010|00000000000000000000000000000000000010010,0.01653990139184435,0.005597850275,0.03053206924999998,9380.0,,,,,0.0169473,ds4.bench.estimation
27,00000000000000000000000000000000000001110|11111111111111111111111111111111111000000|00000000000000000000000000000000011000000,0.060246045,0.05491229175,0.06486171824999999,4.0,,,,,0.0580209,ds4.bench.estimation
28,00000000000000000000000000000000000001110|11111111111111111111111111111111111010000|00000000000000000000000000000000000010000,0.020289412624794622,0.007900383924999999,0.0362359485,2678.0,,,,,0.0203171,ds4.bench.estimation
29,00000000000000000000000000000000000001110|11111111111111111111111111111111111110000|00000000000000000000000000000000000010000,0.0177437255,0.01142926475,0.025001517749999994,20.0,,,,,0.0189566,ds4.bench.estimation
30,00000000000000000000000000000000000001110|11111111111111111111111111111111111110000|00000000000000000000000000000000000100000,0.02527592266666667,0.014115197,0.037582175,45.0,,,,,0.026285,ds4.bench.estimation
31,00000000000000000000000000000000000010000|00000000000000000000000000000000000001100|00000000000000000000000000000000000000100,0.09282000271728846,0.070375484,0.11779662499999999,29592.0,0.09184291263460208,0.0696752125,0.11628951,27507.0,0.0872287,ds4.bench.estimation
32,00000000000000000000000000000000000010000|00000000000000000000000000000000000001110|00000000000000000000000000000000000000010,0.01989626206679389,0.007385190775,0.034590013749999995,1048.0,,,,,0.014369,ds4.bench.estimation
33,00000000000000000000000000000000000010000|11111111111111111111111111111111111000000|00000000000000000000000000000000011000000,0.04815518198027038,0.031428118000000005,0.066327122,2737.0,0.04755351284615385,0.0311408825,0.0660499175,2470.0,0.0423551,ds4.bench.estimation
34,00000000000000000000000000000000000010000|11111111111111111111111111111111111001110|00000000000000000000000000000000000001110,0.004974125249999999,0.0033545333,0.005896715925,4.0,,,,,0.00388447,ds4.bench.estimation
35,00000000000000000000000000000000000010000|11111111111111111111111111111111111100000|00000000000000000000000000000000000100000,0.021489272221311476,0.00772402,0.034508505499999995,122.0,,,,,0.0170958,ds4.bench.estimation
36,00000000000000000000000000000000000010010|00000000000000000000000000000000000001100|00000000000000000000000000000000000000100,0.1044660831872524,0.08137819425000001,0.12974952999999997,852678.0,,,,,0.102038,ds4.bench.estimation
37,00000000000000000000000000000000000010010|11111111111111111111111111111111111000000|00000000000000000000000000000000011000000,0.060780726316947906,0.04458500125,0.07934724375,2726.0,,,,,0.0605131,ds4.bench.estimation
38,00000000000000000000000000000000000010010|11111111111111111111111111111111111001100|00000000000000000000000000000000000001100,0.008001049483268883,0.00056903565,0.019855775499999992,1655.0,,,,,0.00491474,ds4.bench.estimation
39,00000000000000000000000000000000000010010|11111111111111111111111111111111111100000|00000000000000000000000000000000000100000,0.02448375525554371,0.01267466125,0.038850102,9380.0,,,,,0.023697,ds4.bench.estimation
40,00000000000000000000000000000000000010010|11111111111111111111111111111111111101100|00000000000000000000000000000000000001100,0.006756055796666668,0.00053046396,0.0154693235,60.0,,,,,0.00574533,ds4.bench.estimation
41,00000000000000000000000000000000000011100|11111111111111111111111111111111111000000|00000000000000000000000000000000011000000,0.05579175138663967,0.03842659825,0.07427659325,988.0,0.0552924775940707,0.039469586,0.07350170000000002,877.0,0.0548196,ds4.bench.estimation
42,00000000000000000000000000000000000011100|11111111111111111111111111111111111000010|00000000000000000000000000000000000000010,0.010324111676470588,0.0014036577000000002,0.017576533999999998,17.0,0.023671720479579765,0.01209227,0.0378105025,21131.0,0.0100715,ds4.bench.estimation
43,00000000000000000000000000000000000011100|11111111111111111111111111111111111100000|00000000000000000000000000000000000100000,0.02389068716112532,0.01216681775,0.03821146475,22678.0,0.011792908962962966,0.00240859835,0.024876559499999996,27.0,0.0232771,ds4.bench.estimation
44,00000000000000000000000000000000000011100|11111111111111111111111111111111111100010|00000000000000000000000000000000000000010,0.015190236761904764,0.0050819945,0.026734775999999995,63.0,,,,,0.0160361,ds4.bench.estimation
45,00000000000000000000000000000000000011110|11111111111111111111111111111111111000000|00000000000000000000000000000000011000000,0.058735538380651084,0.042016319999999996,0.07770066,830661.0,,,,,0.0574764,ds4.bench.estimation
46,00000000000000000000000000000000000011110|11111111111111111111111111111111111100000|00000000000000000000000000000000000100000,0.025611726050020753,0.01378945775,0.039970868750000006,28908.0,,,,,0.0255043,ds4.bench.estimation
47,00000000000000000000000000000000000100000|00000000000000000000000000000000000011100|00000000000000000000000000000000000001100,0.03638296333333333,0.034383280499999995,0.037580249,3.0,0.023177216035035957,0.00961566405,0.03928428999999999,5423.0,0.0322373,ds4.bench.estimation
48,00000000000000000000000000000000000100000|11111111111111111111111111111111111000000|00000000000000000000000000000000011000000,0.056184150219078265,0.039748212500000005,0.0750682375,61211.0,0.057419160740740736,0.0429327065,0.071123227,27.0,0.0537426,ds4.bench.estimation
49,00000000000000000000000000000000000100000|11111111111111111111111111111111111010000|00000000000000000000000000000000000010000,0.020124370754716982,0.0091492951,0.035185988999999994,53.0,0.016986185,0.01634133925,0.01763103075,2.0,0.0191933,ds4.bench.estimation
50,00000000000000000000000000000000000100000|11111111111111111111111111111111111011100|00000000000000000000000000000000000001100,0.019361705,0.013027233249999999,0.025696176749999997,2.0,0.014179636499999999,0.00440103355,0.021859983,4.0,0.0198106,ds4.bench.estimation
51,00000000000000000000000000000000000100000|11111111111111111111111111111111111011100|00000000000000000000000000000000000011100,0.022339995894545456,0.011287164,0.037271716,825.0,0.015084814159722222,0.00473790755,0.028436141749999987,144.0,0.0215629,ds4.bench.estimation
52,00000000000000000000000000000000000100000|11111111111111111111111111111111111011110|00000000000000000000000000000000000010000,0.03169187,0.02622555725,0.04036001375,4.0,0.03434857,0.03434857,0.03434857,1.0,0.0266571,ds4.bench.estimation
53,00000000000000000000000000000000000100000|11111111111111111111111111111111111011110|00000000000000000000000000000000000011100,0.026220245882352944,0.01506741,0.034682602,17.0,0.02428450754782074,0.012008287500000001,0.03939653,21131.0,0.0266882,ds4.bench.estimation
54,00000000000000000000000000000000000100000|11111111111111111111111111111111111011110|00000000000000000000000000000000000000010,0.023854705843373496,0.011606093750000001,0.036595311250000005,166.0,0.028269662340136052,0.0159117295,0.0431094905,735.0,0.0229221,ds4.bench.estimation
55,00000000000000000000000000000000000100000|11111111111111111111111111111111111011110|00000000000000000000000000000000000001110,0.026706110810679612,0.014640364,0.040484189999999996,2678.0,,,,,0.025752,ds4.bench.estimation
56,00000000000000000000000000000000000100000|11111111111111111111111111111111111011110|00000000000000000000000000000000000010010,0.02771666293595166,0.015858808500000002,0.04174796499999997,1655.0,,,,,0.0279609,ds4.bench.estimation
57,00000000000000000000000000000000000100000|11111111111111111111111111111111111011110|00000000000000000000000000000000000011110,0.026733425088639056,0.015099595,0.040775229999999996,830661.0,,,,,0.0262467,ds4.bench.estimation
58,00000000000000000000000000000000000100000|11111111111111111111111111111111111011110|00000000000000000000000000000000000001100,0.02799971751375137,0.016142654,0.0426018085,2727.0,0.023740514658536587,0.01208991475,0.036651750999999996,82.0,0.0269348,ds4.bench.estimation
59,00000000000000000000000000000000000111100|11111111111111111111111111111111111000000|00000000000000000000000000000000011000000,0.05926153666666667,0.052997105999999995,0.0659474965,3.0,0.058142960518748815,0.04159841975,0.07685066,833120.0,0.0562782,ds4.bench.estimation
60,00000000000000000000000000000000011000000|11111111111111111111111111111111100000000|00011111111111111111111111111111100000000,0.02110779921551175,0.01134362125,0.03313353625,900002.0,0.0209266419850867,0.011263800749999999,0.03284197875,900002.0,0.0183899,ds4.bench.estimation
61,00000000000000000000000000000000100000000|00000000000000000000000001111110000000000|00000000000000000000000000000110000000000,0.017621747133928573,0.0101383462,0.028056521249999987,224.0,,,,,0.017081,ds4.bench.estimation
62,00000000000000000000000000000000100000000|00000000000000000000000001111111000000000|00000000000000000000000000000001000000000,0.007463737455265771,0.002568176,0.0143349385,41295.0,,,,,0.00672971,ds4.bench.estimation
63,00000000000000000000000000000000100000000|00000000000000000000000110000000000000000|00000000000000000000000010000000000000000,0.024707180250481697,0.016035090499999998,0.036041931,519.0,0.025690306315789477,0.016701676,0.033495842000000005,19.0,0.0242531,ds4.bench.estimation
64,00000000000000000000000000000000100000000|00000000000000000000001110000000000000000|00000000000000000000000110000000000000000,0.00783691187744818,0.0022304619,0.015802601,204944.0,0.007547795619833318,0.0023539572,0.015098221999999996,71153.0,0.00737787,ds4.bench.estimation
65,00000000000000000000000000000000100000000|00000000000000000000001110000001000000000|00000000000000000000000110000001000000000,0.009343741,0.006445899,0.012624445,5.0,,,,,0.00572366,ds4.bench.estimation
66,00000000000000000000000000000000100000000|00000000000000000000001110000001000000000|00000000000000000000000110000000000000000,0.006898455107776051,0.00215039105,0.014027732999999983,643.0,,,,,0.00549574,ds4.bench.estimation
