,Unnamed: 0,pcsp,unif_posterior,unif_lb,unif_ub,unif_samples,exp_posterior,exp_lb,exp_ub,exp_samples,gp,dataset,pcsp_nobar,vbpi_pcsp,vbpi,vbpi_pcsp_nobar,rootsplit,unif_posterior_root_adjusted,unif_lb_root_adjusted,unif_ub_root_adjusted,gp_root_adjusted,gp_coverage,vbpi_coverage
0,0.0,0000000000000000000000000000000000000000000000000000000000000001|1111111111111111111111111111111111111111111111111111111111111110|0000000000000000000000000000000000000000000000000000000000011100,0.0038395933333333,0.0019094775,0.0068873929999999,12.0,0.003617015,0.001173381,0.00603316125,10.0,9.58586e-07,ds8,000000000000000000000000000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000000000000000000011100,1000000000000000000000000000000000000000000000000000000000000000|0111111111111111111111111111111111111111111111111111111111111111|0011100000000000000000000000000000000000000000000000000000000000,0.00335223,100000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111110011100000000000000000000000000000000000000000000000000000000000,True,0.0054017255317022,0.0019617036425000002,0.0116332044999999,0.004975288586,covered,covered
1,1.0,0000000000000000000000000000000000000000000000000000000000000001|1111111111111111111111111111111111111111111111111111111111111110|0000000000000000000000000000000000000000000000000000000000011010,0.0023648109368852,0.000227871375,0.00553344075,122.0,0.0018988885240869,2.9338645e-05,0.0051354519999999,115.0,9.58586e-07,ds8,000000000000000000000000000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000000000000000000011010,1000000000000000000000000000000000000000000000000000000000000000|0111111111111111111111111111111111111111111111111111111111111111|0010011111111111111111111111111111111111111111111111111111111111,0.002393,100000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111110010011111111111111111111111111111111111111111111111111111111111,True,0.0039269431352541,0.0002800975175,0.010279252249999999,0.004975288586,covered,covered
2,2.0,0000000000000000000000000000000000000000000000000000000000000001|1111111111111111111111111111111111111111111111111111111111111110|0000000000000000000000000000000000000000000000000000000000011110,0.0041750722222222,0.0026223275,0.006283839,27.0,0.003754759047619,0.00197604,0.006418115,21.0,9.58606e-07,ds8,000000000000000000000000000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000000000000000000011110,1000000000000000000000000000000000000000000000000000000000000000|0111111111111111111111111111111111111111111111111111111111111111|0000011111111111111111111111111111111111111111111111111111111111,0.00433443,100000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111110000011111111111111111111111111111111111111111111111111111111111,True,0.0057372044205911,0.0026745536425,0.0110296505,0.004975288606,covered,covered
3,3.0,0000000000000000000000000000000000000000000000000000000000000001|1111111111111111111111111111111111111111111111111111111111111110|0000000000000000000000000000000000000000000000000000000000000110,0.0041050160659898,0.0019781325,0.00739622075,394.0,0.0042007718918918,0.001854287,0.0076691689999999,407.0,9.58594e-07,ds8,000000000000000000000000000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000000000000000000000110,1000000000000000000000000000000000000000000000000000000000000000|0111111111111111111111111111111111111111111111111111111111111111|0001111111111111111111111111111111111111111111111111111111111111,0.00438868,100000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111110001111111111111111111111111111111111111111111111111111111111111,True,0.0056671482643587,0.0020303586424999997,0.01214203225,0.004975288594,covered,covered
4,4.0,0000000000000000000000000000000000000000000000000000000000000001|1111111111111111111111111111111111111111111111111111111111111110|0000000000000000000000000000000000000000000000000000000000011000,0.0018865875441314,3.997076000000001e-05,0.0058318649999999,213.0,0.0018217848144796,6.582715e-05,0.00512395,221.0,9.58593e-07,ds8,000000000000000000000000000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000000000000000000011000,1000000000000000000000000000000000000000000000000000000000000000|0111111111111111111111111111111111111111111111111111111111111111|0001100000000000000000000000000000000000000000000000000000000000,0.00294028,100000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111110001100000000000000000000000000000000000000000000000000000000000,True,0.0034487197425003002,9.219690250000001e-05,0.0105776764999999,0.004975288593,covered,covered
5,5.0,0000000000000000000000000000000000000000000000000000000000000001|1111111111111111111111111111111111111111111111111111111111111110|0000000000000000000000000000000000000000000000000000000000000100,0.0041234848754512,0.0016364507499999,0.0076172044999999,554.0,0.0040987207499999,0.00176784525,0.007575347,520.0,9.58587e-07,ds8,000000000000000000000000000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000000000000000000000100,1000000000000000000000000000000000000000000000000000000000000000|0111111111111111111111111111111111111111111111111111111111111111|0010000000000000000000000000000000000000000000000000000000000000,0.00460972,100000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111110010000000000000000000000000000000000000000000000000000000000000,True,0.005685617073820101,0.0016886768924999,0.0123630159999999,0.004975288587,covered,covered
6,6.0,0000000000000000000000000000000000000000000000000000000000000001|1111111111111111111111111111111111111111111111111111111111111110|0000000000000000000000000000000000000000000000000000000000000010,0.0015591435858337,5.217743250000001e-05,0.0047338329999999,898678.0,0.0015415982181742,5.1600715e-05,0.00467609,898708.0,9.58586e-07,ds8,000000000000000000000000000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000000000000000000000010,1000000000000000000000000000000000000000000000000000000000000000|0111111111111111111111111111111111111111111111111111111111111111|0011111111111111111111111111111111111111111111111111111111111111,0.00165681,100000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111110011111111111111111111111111111111111111111111111111111111111111,True,0.0031212757842026,0.00010440357500000002,0.0094796444999999,0.004975288586,covered,covered
7,7.0,0000000000000000000000000000000000000000000000000000000000000010|0000000000000000000000000000000000000000000000000000000000011000|0000000000000000000000000000000000000000000000000000000000001000,0.0164501090507246,0.0071112988,0.03390269325,138.0,0.016441808074074,0.00786180755,0.0298579225,135.0,0.0126926,ds8,000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000001000,0100000000000000000000000000000000000000000000000000000000000000|0001100000000000000000000000000000000000000000000000000000000000|0000100000000000000000000000000000000000000000000000000000000000,0.0158127,010000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000,False,0.0164501090507246,0.0071112988,0.03390269325,0.0126926,covered,covered
8,8.0,0000000000000000000000000000000000000000000000000000000000000010|0000000000000000000000000000000000000000000000000000000000011100|0000000000000000000000000000000000000000000000000000000000000100,0.0012902961725,3.847011075e-05,0.0035720744999999,12.0,0.00092225665,0.0002902550925,0.0016380086,8.0,9.5855e-07,ds8,000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000111000000000000000000000000000000000000000000000000000000000000000100,0100000000000000000000000000000000000000000000000000000000000000|0011100000000000000000000000000000000000000000000000000000000000|0001100000000000000000000000000000000000000000000000000000000000,0.00575058,010000000000000000000000000000000000000000000000000000000000000000111000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000,False,0.0012902961725,3.847011075e-05,0.0035720744999999,9.5855e-07,under,over
9,9.0,0000000000000000000000000000000000000000000000000000000000000010|1111111111111111111111111111111111111111111111111111111111100000|0000000000000000000000000000000000000000000000000000000011100000,0.0057943218823529,0.00208399105,0.0103750487499999,34.0,0.0059198146647058,0.00168897963,0.0112922762499999,34.0,0.00466434,ds8,000000000000000000000000000000000000000000000000000000000000001011111111111111111111111111111111111111111111111111111111111000000000000000000000000000000000000000000000000000000000000011100000,0100000000000000000000000000000000000000000000000000000000000000|0000011111111111111111111111111111111111111111111111111111111111|0000000011111111111111111111111111111111111111111111111111111111,0.00545564,010000000000000000000000000000000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111110000000011111111111111111111111111111111111111111111111111111111,False,0.0057943218823529,0.00208399105,0.0103750487499999,0.00466434,covered,covered
